Date,Cash,Accounts Receivable,Inventory,Current Liabilities,Current Assets
2016-01-30,"$256281","$23016","$5122","-$87384","$197034"
2016-01-31,"$251790","$20714","$9379","-$84848","$197034"
2016-02-01,"$253862","$18642","$9379","-$84848","$197034"
2016-02-02,"$255727","$16777","$9379","-$87848","$194034"
2016-02-03,"$257405","$15099","$9379","-$87848","$194034"
2016-02-04,"$258915","$13589","$9379","-$87848","$194034"
2016-02-05,"$260274","$12230","$9379","-$87848","$194034"
2016-02-06,"$233390","$16586","$6279","-$81621","$174633"
2016-02-07,"$235049","$14927","$11323","-$86665","$174633"
2016-02-08,"$236542","$13434","$11323","-$86739","$174560"
2016-02-09,"$237886","$12090","$11323","-$86739","$174560"
2016-02-10,"$239095","$10881","$11323","-$86739","$174560"
2016-02-11,"$230982","$9792","$11323","-$77537","$174560"
2016-02-12,"$231962","$8812","$11323","-$77537","$174560"
2016-02-13,"$233822","$16737","$6431","-$77537","$179452"
2016-02-14,"$235496","$15063","$11423","-$82529","$179452"
2016-02-15,"$237003","$13556","$11423","-$82529","$179452"
2016-02-16,"$210753","$20548","$6785","-$76495","$161590"
2016-02-17,"$212808","$18493","$10943","-$80653","$161590"
2016-02-18,"$216117","$29776","$3647","-$80653","$168886"
2016-02-19,"$219095","$26798","$6181","-$83187","$168886"
2016-02-20,"$223434","$39046","$793","-$86093","$177180"
2016-02-21,"$220733","$35141","$4099","-$82793","$177180"
2016-02-22,"$224248","$31626","$10448","-$89142","$177180"
2016-02-23,"$227411","$28463","$10448","-$89142","$177180"
2016-02-24,"$230258","$25616","$10448","-$89142","$177180"
2016-02-25,"$233468","$28884","$7209","-$89142","$180419"
2016-02-26,"$231190","$38760","$118","-$82557","$187510"
2016-02-27,"$235564","$39366","$969","-$85898","$190000"
2016-02-28,"$239501","$35429","$5866","-$90795","$190000"
2016-02-29,"$243264","$33861","$7407","-$93434","$191098"
2016-03-01,"$246651","$30474","$7407","-$93434","$191098"
2016-03-02,"$249699","$27426","$7407","-$96434","$188098"
2016-03-03,"$253433","$33603","$2452","-$96434","$193053"
2016-03-04,"$257848","$39727","$3431","-$102683","$198323"
2016-03-05,"$262334","$40368","$7812","-$109627","$200886"
2016-03-06,"$235829","$36331","$7812","-$101585","$178386"
2016-03-07,"$239463","$32697","$7812","-$101585","$178386"
2016-03-08,"$242733","$29427","$7812","-$101529","$178443"
2016-03-09,"$245676","$26484","$7812","-$101529","$178443"
2016-03-10,"$248325","$23835","$7812","-$101529","$178443"
2016-03-11,"$240394","$21451","$7812","-$91213","$178443"
2016-03-12,"$242540","$19305","$7812","-$91213","$178443"
2016-03-13,"$244471","$17374","$7812","-$91213","$178443"
2016-03-14,"$246209","$15636","$7812","-$91213","$178443"
2016-03-15,"$247773","$14072","$7812","-$91213","$178443"
2016-03-16,"$219924","$12664","$7812","-$84456","$155943"
2016-03-17,"$221707","$16044","$5230","-$84456","$158524"
2016-03-18,"$223312","$14439","$8415","-$87641","$158524"
2016-03-19,"$225905","$23330","$2673","-$87641","$164266"
2016-03-20,"$228238","$20997","$5270","-$90238","$164266"
2016-03-21,"$225117","$35308","$575","-$87615","$173384"
2016-03-22,"$228648","$31777","$3603","-$90643","$173384"
2016-03-23,"$231826","$28599","$7026","-$94066","$173384"
2016-03-24,"$234686","$25739","$7026","-$94066","$173384"
2016-03-25,"$237260","$23165","$7026","-$94066","$173384"
2016-03-26,"$233899","$32697","$443","-$87071","$179967"
2016-03-27,"$237169","$29427","$5424","-$92052","$179967"
2016-03-28,"$240963","$34143","$5361","-$96244","$184222"
2016-03-29,"$245457","$40445","$3342","-$99623","$189620"
2016-03-30,"$250241","$43055","$3143","-$103121","$193317"
2016-03-31,"$246630","$38749","$5156","-$97217","$193317"
2016-04-01,"$252149","$49667","$984","-$101264","$201535"
2016-04-02,"$257116","$44700","$6818","-$110098","$198535"
2016-04-03,"$263335","$55969","$2414","-$114438","$207279"
2016-04-04,"$268932","$50372","$8541","-$120565","$207279"
2016-04-05,"$273970","$45334","$8541","-$120565","$207279"
2016-04-06,"$248129","$50499","$3153","-$111612","$190168"
2016-04-07,"$253343","$46924","$7097","-$116376","$190987"
2016-04-08,"$258036","$42231","$7097","-$116206","$191157"
2016-04-09,"$262260","$38007","$7097","-$116206","$191157"
2016-04-10,"$266061","$34206","$7097","-$116206","$191157"
2016-04-11,"$258048","$30785","$7097","-$104772","$191157"
2016-04-12,"$262374","$38929","$862","-$104772","$197392"
2016-04-13,"$266267","$35036","$3778","-$107688","$197392"
2016-04-14,"$270554","$38576","$2130","-$109953","$201306"
2016-04-15,"$274412","$34718","$6334","-$114157","$201306"
2016-04-16,"$246235","$31246","$12085","-$110759","$178806"
2016-04-17,"$249665","$30861","$10562","-$110759","$180328"
2016-04-18,"$252752","$27774","$10562","-$110759","$180328"
2016-04-19,"$255530","$24996","$10562","-$110759","$180328"
2016-04-20,"$258030","$22496","$10562","-$110759","$180328"
2016-04-21,"$253249","$32437","$3789","-$102373","$187101"
2016-04-22,"$257819","$41128","$2157","-$107371","$193732"
2016-04-23,"$261932","$37015","$4933","-$110147","$193732"
2016-04-24,"$265634","$33313","$6955","-$112169","$193732"
2016-04-25,"$268966","$29981","$11638","-$116852","$193732"
2016-04-26,"$263071","$26982","$11638","-$107958","$193732"
2016-04-27,"$265770","$24283","$11638","-$107958","$193732"
2016-04-28,"$268715","$26496","$9059","-$107958","$196311"
2016-04-29,"$271365","$23846","$9059","-$107958","$196311"
2016-04-30,"$273750","$21461","$9059","-$107958","$196311"
2016-05-01,"$268620","$27206","$4675","-$99805","$200695"
2016-05-02,"$271341","$24485","$7113","-$105243","$197695"
2016-05-03,"$273790","$22036","$7113","-$105243","$197695"
2016-05-04,"$275994","$19832","$7113","-$105243","$197695"
2016-05-05,"$277978","$17848","$7113","-$105243","$197695"
2016-05-06,"$249587","$16063","$7113","-$97567","$175195"
2016-05-07,"$251194","$14456","$7113","-$97567","$175195"
2016-05-08,"$252640","$13010","$7113","-$97328","$175434"
2016-05-09,"$253941","$11709","$7113","-$97328","$175434"
2016-05-10,"$255112","$10538","$7113","-$97328","$175434"
2016-05-11,"$246368","$9484","$7113","-$87530","$175434"
2016-05-12,"$247317","$8535","$7113","-$87530","$175434"
2016-05-13,"$248171","$7681","$7113","-$87530","$175434"
2016-05-14,"$249480","$11777","$4410","-$87530","$178136"
2016-05-15,"$250831","$12152","$5912","-$89895","$178999"
2016-05-16,"$224280","$25397","$588","-$85731","$164533"
2016-05-17,"$226820","$22857","$7193","-$92336","$164533"
2016-05-18,"$229106","$20571","$7193","-$92336","$164533"
2016-05-19,"$232202","$27864","$1998","-$92336","$169727"
2016-05-20,"$236272","$36627","$950","-$97704","$176144"
2016-05-21,"$232165","$32964","$6609","-$95593","$176144"
2016-05-22,"$235462","$29667","$13373","-$102357","$176144"
2016-05-23,"$238930","$31209","$10868","-$102357","$178649"
2016-05-24,"$243501","$41136","$3619","-$102357","$185898"
2016-05-25,"$249192","$51214","$1752","-$108375","$193782"
2016-05-26,"$245562","$46092","$8529","-$106400","$193782"
2016-05-27,"$251650","$54784","$1139","-$106400","$201172"
2016-05-28,"$257926","$56482","$3188","-$112436","$205159"
2016-05-29,"$264578","$59863","$1598","-$115862","$210176"
2016-05-30,"$270565","$53876","$4547","-$118811","$210176"
2016-05-31,"$267855","$62169","$3675","-$115922","$217776"
2016-06-01,"$275312","$67104","$1878","-$120321","$223972"
2016-06-02,"$282729","$66752","$501","-$125476","$224505"
2016-06-03,"$289405","$60076","$6744","-$131719","$224505"
2016-06-04,"$295413","$54068","$13130","-$138105","$224505"
2016-06-05,"$300820","$48661","$13130","-$138105","$224505"
2016-06-06,"$272772","$43794","$13130","-$127690","$202005"
2016-06-07,"$277152","$39414","$13130","-$127690","$202005"
2016-06-08,"$281094","$35472","$13130","-$127447","$202249"
2016-06-09,"$284756","$32955","$12557","-$127447","$202821"
2016-06-10,"$288052","$29659","$12557","-$127447","$202821"
2016-06-11,"$278715","$26693","$12557","-$115143","$202821"
2016-06-12,"$281385","$24023","$12557","-$115143","$202821"
2016-06-13,"$283788","$21620","$12557","-$115143","$202821"
2016-06-14,"$288308","$40676","$769","-$115143","$214609"
2016-06-15,"$292376","$36608","$7091","-$121465","$214609"
2016-06-16,"$264259","$32947","$7091","-$112187","$192109"
2016-06-17,"$267554","$29652","$7091","-$112187","$192109"
2016-06-18,"$270520","$26686","$7091","-$112187","$192109"
2016-06-19,"$273189","$24017","$7091","-$112187","$192109"
2016-06-20,"$275591","$21615","$7091","-$112187","$192109"
2016-06-21,"$269432","$21112","$6170","-$103682","$193031"
2016-06-22,"$271544","$19000","$8354","-$105866","$193031"
2016-06-23,"$273444","$17100","$8354","-$105866","$193031"
2016-06-24,"$275154","$15390","$8354","-$105866","$193031"
2016-06-25,"$276693","$13851","$8354","-$105866","$193031"
2016-06-26,"$270101","$12465","$8354","-$97888","$193031"
2016-06-27,"$272774","$24056","$1222","-$97888","$200163"
2016-06-28,"$275285","$22590","$3167","-$100356","$200685"
2016-06-29,"$277544","$20331","$8486","-$105675","$200685"
2016-06-30,"$279578","$18297","$8486","-$105675","$200685"
2016-07-01,"$273446","$16467","$8486","-$97713","$200685"
2016-07-02,"$275093","$14820","$8486","-$100713","$197685"
2016-07-03,"$276575","$13338","$8486","-$100713","$197685"
2016-07-04,"$277909","$12004","$8486","-$100713","$197685"
2016-07-05,"$279110","$10803","$8486","-$100713","$197685"
2016-07-06,"$250392","$9722","$8486","-$93414","$175185"
2016-07-07,"$251365","$8749","$8486","-$93414","$175185"
2016-07-08,"$252240","$7874","$8486","-$93232","$175368"
2016-07-09,"$253457","$10951","$6339","-$93232","$177515"
2016-07-10,"$254553","$9855","$10043","-$96936","$177515"
2016-07-11,"$245722","$8869","$10043","-$87119","$177515"
2016-07-12,"$246609","$7982","$10043","-$87119","$177515"
2016-07-13,"$247537","$8351","$9395","-$87119","$178163"
2016-07-14,"$248373","$7515","$9395","-$87119","$178163"
2016-07-15,"$249125","$6763","$9395","-$87119","$178163"
2016-07-16,"$221392","$10647","$6861","-$80703","$158197"
2016-07-17,"$223450","$18520","$5124","-$83931","$163162"
2016-07-18,"$226953","$31520","$3763","-$90822","$171414"
2016-07-19,"$230105","$28368","$9575","-$96634","$171414"
2016-07-20,"$232942","$25531","$9575","-$96634","$171414"
2016-07-21,"$228287","$22977","$9575","-$89425","$171414"
2016-07-22,"$230585","$20679","$9575","-$89425","$171414"
2016-07-23,"$232653","$18611","$9575","-$89425","$171414"
2016-07-24,"$234515","$16749","$9575","-$89425","$171414"
2016-07-25,"$236190","$15074","$9575","-$89425","$171414"
2016-07-26,"$231090","$13566","$9575","-$82817","$171414"
2016-07-27,"$232447","$12209","$9575","-$82817","$171414"
2016-07-28,"$234785","$21038","$3992","-$82817","$176997"
2016-07-29,"$237128","$21079","$7746","-$87763","$178189"
2016-07-30,"$239979","$25652","$4034","-$87763","$181901"
2016-07-31,"$235881","$23086","$6369","-$83434","$181901"
2016-08-01,"$240137","$38296","$911","-$87709","$191634"
2016-08-02,"$243967","$34466","$4483","-$94281","$188634"
2016-08-03,"$248899","$44380","$1583","-$98804","$196057"
2016-08-04,"$253337","$39942","$5745","-$102966","$196057"
2016-08-05,"$257332","$35947","$9181","-$106402","$196057"
2016-08-06,"$230654","$32352","$9181","-$98629","$173557"
2016-08-07,"$234381","$33539","$6724","-$98629","$176014"
2016-08-08,"$237735","$30185","$12019","-$103851","$176088"
2016-08-09,"$240754","$27166","$12019","-$103851","$176088"
2016-08-10,"$243471","$24449","$12019","-$103851","$176088"
2016-08-11,"$235423","$22004","$12019","-$93357","$176088"
2016-08-12,"$237624","$19803","$12019","-$93357","$176088"
2016-08-13,"$239605","$17822","$12019","-$93357","$176088"
2016-08-14,"$241631","$18226","$10804","-$93357","$177303"
2016-08-15,"$244657","$27228","$4790","-$93357","$183317"
2016-08-16,"$217922","$29059","$8595","-$92228","$163347"
2016-08-17,"$221930","$36069","$3086","-$92228","$168856"
2016-08-18,"$225537","$32462","$6440","-$95582","$168856"
2016-08-19,"$228784","$29215","$11712","-$100854","$168856"
2016-08-20,"$231706","$26293","$11712","-$100854","$168856"
2016-08-21,"$226775","$23663","$11712","-$93293","$168856"
2016-08-22,"$229142","$21296","$11712","-$93293","$168856"
2016-08-23,"$231371","$20060","$11215","-$93293","$169352"
2016-08-24,"$234079","$24366","$7708","-$93293","$172859"
2016-08-25,"$237173","$27837","$4426","-$93293","$176142"
2016-08-26,"$232707","$25053","$8255","-$89872","$176142"
2016-08-27,"$235213","$22547","$8255","-$89872","$176142"
2016-08-28,"$237468","$20292","$8255","-$89872","$176142"
2016-08-29,"$240937","$31218","$1057","-$89872","$183339"
2016-08-30,"$244059","$28096","$6619","-$95434","$183339"
2016-08-31,"$239514","$25286","$9576","-$91036","$183339"
2016-09-01,"$242043","$22757","$9576","-$91036","$183339"
2016-09-02,"$246194","$37357","$201","-$94036","$189715"
2016-09-03,"$250799","$41444","$1193","-$99374","$194061"
2016-09-04,"$254944","$37299","$8128","-$106309","$194061"
2016-09-05,"$258674","$33569","$8128","-$106309","$194061"
2016-09-06,"$231766","$30212","$8128","-$98544","$171561"
2016-09-07,"$235352","$32267","$5307","-$98544","$174381"
2016-09-08,"$238579","$29040","$8192","-$101486","$174325"
2016-09-09,"$241483","$26136","$8192","-$101486","$174325"
2016-09-10,"$244097","$23522","$8192","-$101486","$174325"
2016-09-11,"$236149","$22199","$7620","-$91070","$174897"
2016-09-12,"$239352","$28819","$2709","-$91070","$179809"
2016-09-13,"$242234","$25937","$6938","-$95299","$179809"
2016-09-14,"$246095","$34748","$3219","-$97916","$186145"
2016-09-15,"$249570","$31273","$7262","-$101959","$186145"
2016-09-16,"$222545","$28145","$7262","-$94306","$163645"
2016-09-17,"$225729","$28649","$5418","-$94306","$165489"
2016-09-18,"$228594","$25784","$9609","-$98497","$165489"
2016-09-19,"$231173","$23205","$9609","-$98497","$165489"
2016-09-20,"$235172","$35985","$1219","-$98497","$173878"
2016-09-21,"$232113","$43525","$1411","-$96981","$180067"
2016-09-22,"$236466","$39172","$7997","-$103567","$180067"
2016-09-23,"$240384","$35254","$7997","-$103567","$180067"
2016-09-24,"$243910","$31728","$7997","-$103567","$180067"
2016-09-25,"$247083","$28555","$7997","-$103567","$180067"
2016-09-26,"$242550","$29283","$6006","-$95780","$182058"
2016-09-27,"$247087","$40829","$1406","-$99222","$190099"
2016-09-28,"$251170","$36746","$3865","-$101681","$190099"
2016-09-29,"$254845","$33071","$7332","-$105148","$190099"
2016-09-30,"$258153","$29763","$7332","-$105148","$190099"
2016-10-01,"$254403","$37515","$1372","-$97229","$196060"
2016-10-02,"$258155","$33763","$7964","-$106821","$193060"
2016-10-03,"$262382","$38037","$3713","-$106821","$197310"
2016-10-04,"$266371","$35900","$8526","-$112560","$198236"
2016-10-05,"$269961","$32310","$8526","-$112560","$198236"
2016-10-06,"$242406","$29079","$8526","-$104274","$175736"
2016-10-07,"$245314","$26171","$8526","-$104274","$175736"
2016-10-08,"$247932","$23553","$8526","-$104445","$175566"
2016-10-09,"$250288","$21197","$8526","-$104445","$175566"
2016-10-10,"$252408","$19077","$8526","-$104445","$175566"
2016-10-11,"$243549","$17169","$8526","-$93678","$175566"
2016-10-12,"$245266","$15452","$8526","-$93678","$175566"
2016-10-13,"$248160","$26042","$1784","-$93678","$182308"
2016-10-14,"$250765","$23437","$6388","-$98282","$182308"
2016-10-15,"$254861","$36859","$258","-$100911","$191067"
2016-10-16,"$227981","$33173","$6268","-$98855","$168567"
2016-10-17,"$232308","$38938","$4609","-$102242","$173613"
2016-10-18,"$238388","$54713","$677","-$109237","$184540"
2016-10-19,"$243860","$49241","$2944","-$111504","$184540"
2016-10-20,"$248785","$44316","$6459","-$115019","$184540"
2016-10-21,"$244118","$39884","$10754","-$110215","$184540"
2016-10-22,"$249132","$45126","$5626","-$110215","$189668"
2016-10-23,"$254002","$43824","$6945","-$113318","$191452"
2016-10-24,"$258385","$39441","$10382","-$116755","$191452"
2016-10-25,"$262330","$35496","$10382","-$116755","$191452"
2016-10-26,"$256994","$31946","$10382","-$107869","$191452"
2016-10-27,"$260189","$28751","$10382","-$107869","$191452"
2016-10-28,"$263065","$25875","$10382","-$107869","$191452"
2016-10-29,"$265653","$23287","$10382","-$107869","$191452"
2016-10-30,"$270043","$39510","$75","-$107869","$201759"
2016-10-31,"$266059","$40360","$1288","-$103280","$204426"
2016-11-01,"$270095","$36324","$3851","-$105843","$204426"
2016-11-02,"$274586","$40412","$4588","-$113870","$205716"
2016-11-03,"$278628","$36370","$10577","-$119859","$205716"
2016-11-04,"$282265","$32733","$10577","-$119859","$205716"
2016-11-05,"$285539","$29459","$10577","-$119859","$205716"
2016-11-06,"$257091","$26513","$10577","-$110965","$183216"
2016-11-07,"$259743","$23861","$10577","-$110965","$183216"
2016-11-08,"$262130","$21474","$10577","-$111205","$182977"
2016-11-09,"$264278","$19326","$10577","-$111205","$182977"
2016-11-10,"$266211","$17393","$10577","-$111205","$182977"
2016-11-11,"$256559","$15653","$10577","-$99812","$182977"
2016-11-12,"$259763","$28829","$2387","-$99812","$191167"
2016-11-13,"$263435","$33040","$4711","-$106077","$195108"
2016-11-14,"$266739","$29736","$7601","-$108967","$195108"
2016-11-15,"$269713","$26762","$7601","-$108967","$195108"
2016-11-16,"$242554","$32202","$3092","-$100730","$177117"
2016-11-17,"$246532","$35794","$5652","-$107075","$180902"
2016-11-18,"$251714","$46630","$2213","-$111645","$188911"
2016-11-19,"$257360","$50810","$1110","-$115455","$193824"
2016-11-20,"$262441","$45729","$5514","-$119859","$193824"
2016-11-21,"$257915","$43129","$6509","-$112632","$194921"
2016-11-22,"$262228","$38816","$8845","-$114968","$194921"
2016-11-23,"$266110","$34934","$8845","-$114968","$194921"
2016-11-24,"$269604","$31440","$8845","-$114968","$194921"
2016-11-25,"$272748","$28296","$8845","-$114968","$194921"
2016-11-26,"$266899","$25986","$8556","-$106231","$195210"
2016-11-27,"$270995","$36862","$1070","-$106231","$202696"
2016-11-28,"$274682","$33175","$4449","-$109610","$202696"
2016-11-29,"$279309","$41637","$1523","-$113228","$209240"
2016-11-30,"$283473","$37473","$5767","-$117472","$209240"
2016-12-01,"$277763","$33725","$11912","-$114159","$209240"
2016-12-02,"$282559","$43158","$4797","-$117159","$213355"
2016-12-03,"$286875","$38842","$8949","-$121311","$213355"
2016-12-04,"$290760","$34957","$8949","-$121311","$213355"
2016-12-05,"$295548","$43090","$2489","-$121311","$219815"
2016-12-06,"$268078","$39330","$6088","-$115875","$197621"
2016-12-07,"$272011","$35397","$8125","-$117912","$197621"
2016-12-08,"$275551","$31857","$8125","-$118156","$197377"
2016-12-09,"$278737","$28671","$8125","-$118156","$197377"
2016-12-10,"$281605","$25803","$8125","-$118156","$197377"
2016-12-11,"$272211","$23222","$8125","-$106180","$197377"
2016-12-12,"$274534","$20899","$8125","-$106180","$197377"
2016-12-13,"$276624","$18809","$8125","-$106180","$197377"
2016-12-14,"$279819","$28755","$1555","-$106180","$203948"
2016-12-15,"$282695","$25879","$5634","-$110259","$203948"
2016-12-16,"$255892","$41133","$2078","-$107742","$191360"
2016-12-17,"$260006","$37019","$5671","-$111335","$191360"
2016-12-18,"$263708","$33317","$9405","-$115069","$191360"
2016-12-19,"$267040","$29985","$9405","-$115069","$191360"
2016-12-20,"$271841","$43204","$395","-$115069","$200370"
2016-12-21,"$267041","$38883","$4899","-$110452","$200370"
2016-12-22,"$270930","$34994","$8874","-$114427","$200370"
2016-12-23,"$274430","$31494","$8874","-$114427","$200370"
2016-12-24,"$277580","$28344","$8874","-$114427","$200370"
2016-12-25,"$280415","$25509","$8874","-$114427","$200370"
2016-12-26,"$274274","$22958","$8874","-$105735","$200370"
2016-12-27,"$276570","$20662","$8874","-$105735","$200370"
2016-12-28,"$278637","$18595","$8874","-$105735","$200370"
2016-12-29,"$280497","$16735","$8874","-$105735","$200370"
2016-12-30,"$282171","$15061","$8874","-$105735","$200370"
2016-12-31,"$275711","$13554","$8874","-$97768","$200370"
2017-01-01,"$277067","$12198","$8874","-$97768","$200370"
2017-01-02,"$279825","$24814","$1187","-$100768","$205057"
2017-01-03,"$282759","$26401","$2482","-$104323","$207318"
2017-01-04,"$285400","$23760","$8731","-$110572","$207318"
2017-01-05,"$288498","$27875","$5124","-$110572","$210924"
2017-01-06,"$260438","$25087","$7849","-$104949","$188424"
2017-01-07,"$262947","$22578","$7849","-$104949","$188424"
2017-01-08,"$265205","$20320","$7849","-$105132","$188241"
2017-01-09,"$267237","$18288","$7849","-$105132","$188241"
2017-01-10,"$269066","$16459","$7849","-$105132","$188241"
2017-01-11,"$260103","$16841","$6722","-$94297","$189368"
2017-01-12,"$263679","$32177","$848","-$97879","$198824"
2017-01-13,"$267359","$33116","$4176","-$103516","$201134"
2017-01-14,"$271572","$37916","$1769","-$105616","$205640"
2017-01-15,"$275364","$34124","$6119","-$109966","$205640"
2017-01-16,"$247885","$35200","$10475","-$107925","$185634"
2017-01-17,"$251405","$31680","$10475","-$107925","$185634"
2017-01-18,"$254573","$28512","$10475","-$107925","$185634"
2017-01-19,"$257425","$25660","$10475","-$107925","$185634"
2017-01-20,"$261697","$38441","$1949","-$107925","$194161"
2017-01-21,"$258250","$45948","$479","-$104209","$200467"
2017-01-22,"$262845","$41353","$5027","-$108757","$200467"
2017-01-23,"$266981","$37217","$9676","-$113406","$200467"
2017-01-24,"$270703","$33495","$9676","-$113406","$200467"
2017-01-25,"$274884","$37626","$5520","-$113406","$204623"
2017-01-26,"$269571","$33863","$11157","-$109967","$204623"
2017-01-27,"$272958","$30476","$11157","-$109967","$204623"
2017-01-28,"$276006","$27428","$11157","-$109967","$204623"
2017-01-29,"$278749","$24685","$11157","-$109967","$204623"
2017-01-30,"$282223","$31258","$6134","-$109967","$209647"
2017-01-31,"$276738","$29054","$10347","-$105979","$210159"
2017-02-01,"$279644","$26148","$10347","-$105979","$210159"
2017-02-02,"$282259","$23533","$10347","-$108979","$207159"
2017-02-03,"$285475","$28936","$6038","-$108979","$211469"
2017-02-04,"$288369","$26042","$11926","-$114867","$211469"
2017-02-05,"$290974","$23437","$11926","-$114867","$211469"
2017-02-06,"$262340","$21093","$11926","-$106389","$188969"
2017-02-07,"$264450","$18983","$11926","-$106389","$188969"
2017-02-08,"$266349","$17084","$11926","-$106463","$188895"
2017-02-09,"$268058","$15375","$11926","-$106463","$188895"
2017-02-10,"$270095","$18330","$9430","-$106463","$191391"
2017-02-11,"$261104","$16689","$9323","-$95617","$191498"
2017-02-12,"$263905","$25201","$3666","-$95617","$197155"
2017-02-13,"$266426","$22680","$6728","-$98679","$197155"
2017-02-14,"$268694","$20412","$9721","-$101672","$197155"
2017-02-15,"$270736","$18370","$9721","-$101672","$197155"
2017-02-16,"$242880","$20455","$7542","-$94043","$176834"
2017-02-17,"$245846","$26689","$2942","-$94043","$181434"
2017-02-18,"$248703","$25706","$8685","-$100723","$182371"
2017-02-19,"$251274","$23135","$8685","-$100723","$182371"
2017-02-20,"$253588","$20821","$8685","-$100723","$182371"
2017-02-21,"$249560","$31694","$1488","-$93173","$189568"
2017-02-22,"$252773","$28909","$5029","-$96928","$189782"
2017-02-23,"$255664","$26018","$9008","-$100907","$189782"
2017-02-24,"$258266","$23416","$9008","-$100907","$189782"
2017-02-25,"$260608","$21074","$9008","-$100907","$189782"
2017-02-26,"$255151","$18966","$9008","-$93342","$189782"
2017-02-27,"$257048","$17069","$9008","-$93342","$189782"
2017-02-28,"$258755","$15362","$9008","-$93342","$189782"
2017-03-01,"$260292","$13825","$9008","-$93342","$189782"
2017-03-02,"$261675","$12442","$9008","-$96342","$186782"
2017-03-03,"$264605","$26367","$580","-$96342","$195210"
2017-03-04,"$267242","$23730","$6770","-$102532","$195210"
2017-03-05,"$269615","$21357","$13691","-$109453","$195210"
2017-03-06,"$241224","$19221","$13691","-$101426","$172710"
2017-03-07,"$243147","$17298","$13691","-$101426","$172710"
2017-03-08,"$244877","$15568","$13691","-$101370","$172766"
2017-03-09,"$247624","$24723","$7740","-$101370","$178717"
2017-03-10,"$251442","$34361","$1012","-$101370","$185445"
2017-03-11,"$244841","$35433","$1348","-$93672","$187950"
2017-03-12,"$248517","$33078","$4929","-$97913","$188611"
2017-03-13,"$252516","$35982","$7360","-$103796","$192062"
2017-03-14,"$257179","$41965","$2037","-$103796","$197385"
2017-03-15,"$261557","$39393","$5627","-$108289","$198288"
2017-03-16,"$235691","$47592","$4570","-$105321","$182532"
2017-03-17,"$241502","$52292","$5142","-$111149","$187787"
2017-03-18,"$248840","$66035","$841","-$117388","$198328"
2017-03-19,"$255444","$59431","$6489","-$123036","$198328"
2017-03-20,"$261388","$53487","$12203","-$128750","$198328"
2017-03-21,"$256852","$48138","$12203","-$118865","$198328"
2017-03-22,"$263902","$63435","$1030","-$118865","$209501"
2017-03-23,"$270253","$57158","$3979","-$121851","$209538"
2017-03-24,"$275969","$51442","$10726","-$128598","$209538"
2017-03-25,"$281114","$46297","$10726","-$128598","$209538"
2017-03-26,"$276885","$50794","$5655","-$118725","$214608"
2017-03-27,"$281965","$45714","$8646","-$121716","$214608"
2017-03-28,"$286960","$44953","$6529","-$121716","$216725"
2017-03-29,"$292076","$46038","$5499","-$123786","$219826"
2017-03-30,"$296680","$41434","$8884","-$127171","$219826"
2017-03-31,"$291070","$37290","$8884","-$117417","$219826"
2017-04-01,"$294799","$33561","$8884","-$117417","$219826"
